id;ref:FR:sncf:resarail;UIC;railway:ref;name;ref:FR:uic8
2960;FRHVI;8774720;VRB;Virieu sur Bourbre;87747204
2961;FRHVR;8774735;SEG;Saint-Égrève Saint-Robert;87747352
2962;FRHVQ;8774733;VPE;Voreppe;87747337
2963;FRABZ;8774732;MOA;Moirans;87747329
2964;FRHVO;8774728;VOR;Voiron;87747287
2965;FRHVN;8774727;REA;Réaumont - Saint-Cassien;87747279
2966;FRHWG;8774762;CMS;Clelles - Mens;87747626
2967;FRHWN;8774769;MFE;Moirans La Galifette;87747691
2968;FRHWK;8774766;LCX;Lus-la-Croix-Haute;87747667
2969;FREPV;8711127;PCL;Porte de Clichy;87111278
2970;FRGNB;8774700;GE;Grenoble;87747006
2971;FRLPF;8749746;GC;Gallieni Cancéropôle;87497461
2972;FRAIM;8711321;NSY;Noisy-le-Sec;87113217
2973;FRAIK;8711320;PAN;Pantin;87113209
2974;FRFHA;8759228;SGN;Saint-Germain-les-Belles;87592287
2975;FRFGZ;8759227;MGQ;Magnac - Vicq;87592279
2976;FRFHB;8759229;PHR;La Porcherie;87592295
2977;FRFGW;8759224;SKN;Solignac - Le Vigen;87592246
2978;FRFGX;8759225;PIB;Pierre-Buffière;87592253
2979;FRFGT;8759217;POK;Pérols-sur-Vézère;87592170
2980;FRFGS;8759216;BUG;Bugeat;87592162
2981;FRFGP;8759212;EYM;Eymoutiers Vassivière;87592121
2982;FRFGQ;8759214;WCL;Lacelle (Corrèze);87592147
2983;FRFGO;8759210;CBF;Châteauneuf - Bujaleuf;87592105
2984;FRFHP;8759249;SBF;Saint-Sébastien;87592493
2985;FRFHM;8759245;VWY;Vaulry;87592451
2986;FRFHO;8759248;BLL;Bellac;87592485
2987;FRFHJ;8759242;PYJ;Peyrilhac - Saint-Jouvent;87592428
2988;FRFHI;8759241;NEW;Nieul;87592410
2989;FRFHL;8759244;NNA;Nantiat;87592444
2990;FRFHE;8759235;BHA;Bersac;87592352
2991;FRSSL;8759234;SSL;Saint-Sulpice-Laurière;87592345
2992;FRLST;8759237;LST;La Souterraine;87592378
2993;FRFHF;8759236;FRO;Fromental;87592360
2994;FRFHC;8759231;ABZ;Ambazac;87592311
2995;FRFHD;8759233;JOC;La Jonchère;87592337
2996;FRLBF;8798871;LHS;Lycée Henri Sellier T4;87988717
2997;FRLBH;8798870;RJL;Remise à Jorelle T4;87988709
2998;FRFHX;8759268;SIV;Saint-Victurnien;87592683
2999;FRFHW;8759267;VSV;Verneuil-sur-Vienne;87592675
3000;FRFHY;8759269;XBV;Saint-Brice-sur-Vienne;87592691
3001;FRFHU;8759263;AGF;L'Aiguille;87592634
3002;FRASV;8759266;ASV;Aixe-sur-Vienne;87592667
3003;FRFHS;8759254;LDT;Le Dorat;87592543
3004;FRFHQ;8759250;LCQ;La Coquille;87592501
3005;FRFIL;8759288;EXC;Exideuil;87592881
3006;FRFIK;8759287;CHB;Chabanais;87592873
3007;FRFIH;8759282;SYX;Saint-Yrieix;87592824
3008;FRFII;8759284;CCB;Coussac-Bonneval;87592840
3009;FRFIE;8759280;MYZ;La Meyze;87592808
3010;FRFIC;8759274;BGA;Bussière-Galant;87592741
3011;FRFIA;8759271;ST;Saillat - Chassenon;87592717
3012;FRFHZ;8759270;SJU;Saint-Junien;87592709
3013;FRFIB;8759273;LAF;Lafarge;87592733
3014;FRNXN;8759272;NN;Nexon;87592725
3015;FRGYX;8735204;PVT;Champagnole Paul-Émile Victor;87352047
3016;FRFGN;8759209;XDN;Saint-Denis-des-Murs;87592097
3017;FRFGK;8759206;BKX;Brignac;87592063
3018;FRFGJ;8759205;TIO;Saint-Priest-Taurion;87592055
3019;FRFGL;8759207;SLE;Saint-Léonard-de-Noblat;87592071
3020;FRFGH;8759202;LMJ;Limoges Montjovis;87592022
3021;FRFGI;8759204;LBY;Les Bardys;87592048
3022;FRAGQ;8759200;LS;Limoges Bénédictins;87592006
3023;FRAIO;8711340;BDY;Bondy;87113407
3024;FRAIP;8711347;RVM;Le Raincy - Villemomble - Montfermeil;87113472
3025;FRAIQ;8711351;GN;Gagny;87113514
3026;FRAIT;8711369;RBI;Rosny Bois Perrier;87113696
3027;FRAIU;8711370;RSB;Rosny-sous-Bois;87113704
3028;FRAIW;8711371;VDF;Val de Fontenay;87113712
3029;FRAIX;8711374;NLP;Nogent - Le Perreux;87113746
3030;FRAIZ;8711377;BXP;Les Boullereaux Champigny;87113779
3031;FRAJB;8711379;VSM;Villiers-sur-Marne - Le Plessis-Trévise;87113795
3032;FRAJC;8711380;LYV;Les Yvris Noisy-le-Grand;87113803
3033;FRAJE;8711385;PVB;Les Pavillons-sous-Bois T4;87113852
3034;FRAJD;8711384;LQT;Les Coquetiers T4;87113845
3035;FRAJG;8711387;AET;Allée de la Tour Rendez-Vous T4;87113878
3036;FRAJF;8711386;GA;Gargan T4;87113860
3037;FRAJI;8711389;FSV;Freinville Sevran T4;87113894
3038;FRAJH;8711388;ABJ;L'Abbaye T4;87113886
3039;FRSMA;8735359;SMT;Saint-Martin du Touch;87353599
3040;FRRAR;8735358;RAM;Les Ramassiers;87353581
3041;FRTOE;8735357;LTC;Le TOEC;87353573
