id;ref:FR:sncf:resarail;UIC;railway:ref;name;ref:FR:uic8
1498;FREXL;8757608;FTV;La Ferté-Imbault;87576082
1499;FREXM;8757609;VFO;Vierzon Forges;87576090
1500;FRXVZ;8757600;V;Vierzon;87576009
1501;FREXK;8757602;RWO;Romorantin Blanc Argent;87576025
1502;FREYC;8757629;CHC;Châteauneuf-sur-Cher;87576298
1503;FREYA;8757627;SFT;Saint-Florent-sur-Cher;87576272
1504;FREYB;8757628;LNY;Lunery;87576280
1505;FREXW;8757621;VNY;Valençay;87576215
1506;FREXX;8757622;CBD;Chabris;87576223
1507;FREXY;8757623;VZO;Varennes-sur-Fouzon;87576231
1508;FRBOU;8757620;BGS;Bourges;87576207
1509;FREXU;8757618;QRS;Les Quatre Roues;87576181
1510;FREXV;8757619;PUZ;Pruniers;87576199
1511;FREXQ;8757614;SSD;Selles-Saint-Denis;87576140
1512;FREXR;8757615;LXU;Loreux;87576157
1513;FREXS;8757616;VHV;Villeherviers;87576165
1514;FREXT;8757617;FBL;Faubourg d'Orléans;87576173
1515;FREXN;8757610;FCY;Foëcy;87576108
1516;FREXO;8757611;MHY;Mehun-sur-Yèvre;87576116
1517;FREXP;8757613;MMH;Marmagne;87576132
1518;FREYR;8757647;GUA;La Guerche-sur-l'Aubois;87576470
1519;FREYN;8757643;AD;Avord;87576439
1520;FREYO;8757644;BNH;Bengy;87576447
1521;FREYP;8757645;NDS;Nérondes;87576454
1522;FREYK;8757640;SGP;Saint-Germain-du-Puy;87576405
1524;FREYF;8757632;SAD;Saint-Amand-Montrond - Orval;87576322
1525;FREYH;8757634;UCY;Urçay;87576348
1526;FREYD;8757630;BIG;Bigny;87576306
1528;FREXJ;8757584;LLX;Lussac-les-Châteaux;87575845
1529;FREXD;8757570;MGX;Mignaloux - Nouaillé;87575704
1530;FRUIP;8747409;QR;Quimper;87474098
1531;FREAK;8747405;PBU;Pont-de-Buis;87474056
1532;FRBES;8747400;BT;Brest;87474007
1533;FREAG;8747401;DIR;Dirinon;87474015
1534;FREAW;8747429;GMU;Guimiliau;87474296
1535;FREAU;8747426;ROW;La Roche (Finistère);87474262
1536;FREAV;8747427;LDI;Landivisiau;87474270
1537;FREAT;8747422;FOO;La Forest-Landerneau;87474221
1538;FRXLD;8747423;LDE;Landerneau;87474239
1539;FREAS;8747421;KHO;Kerhuon;87474213
1540;FREAQ;8747418;BNC;Bannalec;87474189
1541;FRRSP;8747415;RSP;Rosporden;87474155
1542;FREBF;8747441;PGU;Plouigneau;87474411
1544;FRMXN;8747433;MX;Morlaix;87474338
1545;FREAX;8747431;STH;Saint-Thégonnec;87474312
1546;FREAY;8747432;PBC;Pleyber-Christ;87474320
1547;FREBR;8747463;RFF;Roscoff;87474635
1548;FREBQ;8747456;SPL;Saint-Pol-de-Léon;87474569
1549;FRLRT;8747600;LT;Lorient Bretagne Sud;87476002
1550;FRECL;8747626;SWB;Les Sables Blancs;87476267
1551;FRECM;8747627;ISH;L'Isthme;87476275
1552;FRECJ;8747624;BPZ;Brandérion;87476242
1553;FRECK;8747625;HEN;Hennebont;87476259
1554;FRECH;8747622;LDJ;Landaul - Mendon;87476226
1555;FRECI;8747623;LDM;Landévant;87476234
1556;FRXUY;8747620;AY;Auray;87476200
1557;FRHGP;8772561;SRD;Sennecey-le-Grand;87725614
1558;FRHGQ;8772562;TOS;Tournus;87725622
1559;FRHGT;8772567;SOZ;Senozan;87725671
1560;FRHGU;8772568;MAC;Mâcon;87725689
1561;FRHGS;8772566;FLV;Fleurville - Pont-de-Vaux;87725663
1562;FRHGW;8772572;PNX;Pontanevaux;87725721
1563;FRHGX;8772573;RHR;Romanèche-Thorins;87725739
1564;FRMLT;8772570;MLH;Mâcon Loché TGV;87725705
1565;FRHGV;8772571;KSA;Crêches-sur-Saône;87725713
1566;FRJTO;8772547;BZK;Boulazac;87725473
1567;FRHHB;8772583;MZF;Mézériat;87725838
1568;FRHHC;8772584;PLF;Polliat;87725846
1569;FRHHA;8772582;VNS;Vonnas;87725820
1570;FRHGY;8772580;PEL;Pont-de-Veyle;87725804
1571;FRECE;8772589;HRO;Échirolles;87725895
1572;FRXCD;8772500;CSS;Chalon-sur-Saône;87725002
1573;FRLCU;8772682;LCU;Le Coteau;87726828
1574;FRRNE;8772680;ROA;Roanne;87726802
1575;FRHJC;8772688;MRB;Montrond-les-Bains;87726885
1576;FRHJA;8772686;BBY;Balbigny;87726869
1577;FRHJB;8772687;FEU;Feurs;87726877
1578;FRHIZ;8772685;SNJ;Saint-Jodard;87726851
1579;FRHJD;8772690;SEO;Saint-Étienne Carnot;87726901
1580;FRHIM;8772671;LCF;Le Chambon-Feugerolles;87726711
1581;FRFNY;8772672;FNY;Firminy;87726729
1582;FRHIL;8772670;LRM;La Ricamarie;87726703
1583;FRHIT;8772677;BMO;Bas - Monistrol;87726778
1584;FRHIU;8772678;PJL;Pont de Lignon;87726786
1585;FRHIQ;8772676;AEC;Aurec;87726760
1586;FRHIN;8772673;FRU;Fraisses - Unieux;87726737
1587;FRHHD;8772600;SE;Saint-Étienne Châteaucreux;87726000
1588;FRECU;8747644;SQN;Saint-Pierre-Quiberon;87476440
1589;FRECV;8747645;QB;Quiberon;87476457
1590;FRECS;8747642;PTW;Penthièvre;87476424
1591;FRECT;8747643;KHT;Kerhostin;87476432
1592;FRECQ;8747640;BZP;Belz - Ploemel;87476408
1593;FRECR;8747641;PLC;Plouharnel - Carnac;87476416
1594;FRECO;8747631;QPL;Quimperlé;87476317
1595;FRECN;8747630;GES;Gestel;87476309
1596;FRVNE;8747660;VAN;Vannes;87476606
1597;FREDG;8747668;MLO;Malansac;87476689
1598;FREDF;8747667;QUE;Questembert;87476671
1599;FREDC;8747664;YAN;Sainte-Anne;87476648
1601;FRHHX;8772647;BOE;Boën;87726471
1602;FRHHW;8772644;MOB;Montbrison;87726448
1603;FRHHU;8772642;SYC;Sury-le-Comtal;87726422
1604;FRHHV;8772643;SRP;Saint-Romain-le-Puy;87726430
1605;FRHHS;8772640;ANZ;Andrézieux;87726406
1606;FRHHT;8772641;BSN;Bonson;87726414
1607;FREDJ;8747677;DRF;Drefféac;87476770
1608;FREDH;8747675;SVG;Sévérac;87476754
1609;FREDI;8747676;SOK;Saint-Gildas-des-Bois;87476762
1610;FRHHL;8772623;LFI;La Fouillouse;87726232
1611;FRHHJ;8772620;SGL;Veauche - Saint-Galmier;87726208
1612;FRHHK;8772621;BOH;Bouthéon;87726216
1613;FRHHI;8772619;SEB;Saint-Étienne Bellevue;87726190
1614;FRHHH;8772617;SEC;Saint-Étienne Le Clapier;87726174
1615;FRHHG;8772615;SET;Saint-Étienne La Terrasse;87726158
1616;FRHHQ;8772633;RGR;Rive-de-Gier;87726331
1618;FRHHO;8772630;SCM;Saint-Chamond;87726307
1619;FREDQ;8747808;FSN;La Fresnais;87478081
1620;FREDR;8747809;LGO;La Gouesnière - Cancale - Saint-Méloir-des-Ondes;87478099
1621;FREDP;8747806;BMV;Bonnemain;87478065
1622;FRDOL;8747807;DOL;Dol-de-Bretagne;87478073
1623;FREDN;8747804;DNE;Dingé;87478040
1624;FREDO;8747805;CUG;Combourg;87478057
1625;FREDL;8747802;XED;Saint-Médard-sur-Ille;87478024
1626;FREDM;8747803;MSI;Montreuil-sur-Ille;87478032
1627;FREDK;8747801;SMW;Saint-Germain-sur-Ille;87478016
1628;FRXPM;8747826;PON;Pontorson - Mont-Saint-Michel;87478263
1629;FREDW;8747818;CFA;Corseul - Languenan;87478180
1630;FREDV;8747815;HIZ;La Hisse;87478156
1631;FRDIN;8747816;DIN;Dinan;87478164
1632;FREDT;8747813;MIN;Miniac;87478131
1633;FREDU;8747814;PUH;Pleudihen;87478149
1634;FREDS;8747812;PGE;Plerguer;87478123
1635;FRXSB;8747810;SM;Saint-Malo;87478107
1636;FRACR;8747840;LAL;Laval;87478404
1637;FREEE;8747855;EVN;Évron;87478552
1638;FREEF;8747856;VOU;Voutré;87478560
1639;FREEC;8747853;MSW;Montsûrs;87478537
1640;FREED;8747854;NEA;Neau;87478545
1641;FREEB;8747851;LVX;Louverné;87478511
1642;FRETN;8757168;CHI;Chinon;87571687
1643;FRETJ;8757163;AZR;Azay-le-Rideau;87571638
1644;FRETL;8757165;RVQ;Rivarennes;87571653
1645;FRETF;8757160;BME;Ballan;87571604
1646;FRETH;8757161;DRY;Druye;87571612
1647;FRETD;8757155;SPN;Saint-Paterne;87571554
1648;FRLRL;8757151;LRL;La Membrolle-sur-Choisille;87571513
1649;FRETB;8757153;XAO;Saint-Antoine-du-Rocher;87571539
1650;FRETC;8757154;NPP;Neuillé-Pont-Pierre;87571547
1651;FRJLT;8757188;JLT;Joué-lès-Tours;87571885
1652;FRETY;8757184;ZVO;Savonnières;87571844
1653;FRETZ;8757185;SCO;Saint-Genouph;87571851
1654;FRETU;8757180;WSL;La Chapelle-sur-Loire;87571802
1655;FRETV;8757181;XPR;Saint-Patrice;87571810
1656;FRETW;8757182;LGS;Langeais;87571828
1657;FRETX;8757183;CQM;Cinq-Mars-la-Pile;87571836
1658;FRETT;8757179;PBT;Port Boulet;87571794
1659;FRAFW;8757100;TO;Tours;87571000
1660;FRQZE;8757127;NTU;Montlouis;87571273
1661;FRXSH;8757124;SP;Saint-Pierre-des-Corps;87571240
1662;FRESL;8757121;VDT;Vendôme - Villiers-sur-Loir TGV;87571216
1663;FRESS;8757144;KYY;Courçay - Tauxigny;87571448
1664;FREST;8757145;RGA;Reignac;87571455
1665;FRESU;8757146;CMG;Chambourg;87571463
1666;FRESV;8757147;LO;Loches;87571471
1667;FRESO;8757140;MNZ;Montbazon;87571406
1668;FRESP;8757141;VGZ;Veigné;87571414
1669;FRESQ;8757142;ESV;Esvres sur Indre;87571422
1670;FRESR;8757143;CEY;Cormery;87571430
1671;FRDAG;8772160;SBL;Sain-Bel;87721605
1672;FRHDH;8772176;CZI;Chessy;87721761
1673;FRHDF;8772174;CZK;Civrieux-d'Azergues;87721746
1674;FRHDG;8772175;CDZ;Châtillon d'Azergues;87721753
1675;FRHDE;8772173;DLU;Dommartin - Lissieu;87721738
1676;FRHDB;8772170;FLS;Les Flachères;87721704
1677;FRHDJ;8772178;BDO;Bois-d'Oingt - Légny;87721787
1678;FRLBL;8772143;LBL;L'Arbresle;87721431
1679;FRGRQ;8772144;DDJ;Dardilly Le Jubin;87721449
1680;FRHCQ;8772141;CZM;Chazay - Marcilly;87721415
1681;FRLOZ;8772142;LOZ;Lozanne;87721423
1682;FRHCT;8772147;TAR;Tarare;87721472
1683;FRGSP;8772148;DDM;Dardilly Les Mouilles;87721480
1684;FRHCR;8772145;SNP;Saint-Romain-de-Popey;87721456
1685;FRHCS;8772146;PNF;Pontcharra - Saint-Forgeux;87721464
1686;FRHCX;8772154;TSW;La Tour-de-Salvagny;87721548
1687;FRHCY;8772155;LTY;Lentilly;87721555
1688;FRHCV;8772152;WER;Le Méridien La Ferrière;87721522
1689;FRHCW;8772153;CRB;Charbonnières-les-Bains;87721530
1690;FRHCU;8772150;ECY;Écully la Demi-Lune;87721506
1691;FRTAS;8772151;TAS;Tassin;87721514
1692;FRHCZ;8772156;FSL;Fleurieux-sur-l'Arbresle;87721563
1693;FRCCB;8772186;LAZ;Lamure-sur-Azergues;87721860
1694;FRHDM;8772182;CWE;Chamelet;87721829
1695;FRDWS;8747121;BIQ;Beslé;87471219
1696;FRDWT;8747122;MWK;Massérac;87471227
1697;FRDWR;8747120;FGL;Fougeray - Langon;87471201
1698;FRDWJ;8747110;BTU;Breteil;87471102
1699;FRDWQ;8747118;MES;Messac - Guipry;87471185
1700;FRDWO;8747116;XSX;Saint-Senoux - Pléchâtel;87471169
1701;FRDWP;8747117;PCT;Pléchâtel;87471177
1702;FRDWM;8747114;LLJ;Laillé;87471144
1703;FRDWN;8747115;GBC;Guichen - Bourg-des-Comptes;87471151
1704;FRDXL;8747145;CWH;Chevaigné;87471458
1705;FRDXD;8747132;CPS;Corps-Nuds;87471326
1706;FRDXE;8747133;JZE;Janzé;87471334
1707;FRXRN;8747130;RDN;Redon;87471300
1708;FRDXC;8747131;XAL;Saint-Armel;87471318
1709;FRDXK;8747139;PCI;Pontchaillou;87471391
1710;FRDXH;8747136;MAF;Martigné-Ferchaud;87471367
1711;FRDXF;8747134;TIB;Le Theil-de-Bretagne;87471342
1712;FRDXG;8747135;RTI;Retiers;87471359
1713;FRCOF;8772122;COF;Collonges - Fontaines;87721225
1714;FRHCK;8772129;QUX;Quincieux;87721290
1715;FRSGO;8772128;SGO;Saint-Germain-au-Mont-d'Or;87721282
1716;FRHCJ;8772126;VVN;Albigny - Neuville;87721266
1717;FRHCI;8772124;KMD;Couzon-au-Mont-d'Or;87721241
1718;FRHCM;8772132;ANS;Anse;87721324
1719;FRDXP;8747154;NOC;Noyal - Acigné;87471540
1720;FRXVF;8772133;VIS;Villefranche-sur-Saône;87721332
1721;FRDXN;8747152;CTG;Châteaubourg;87471524
1722;FRDXO;8747153;SVO;Servon;87471532
1723;FRXVT;8747150;VTE;Vitré;87471508
1724;FRDXM;8747151;LCK;Les Lacs;87471516
1725;FRHCN;8772134;SDI;Saint-Georges-de-Reneins;87721340
1726;FRHCO;8772135;BVL;Belleville sur Saône;87721357
1727;FRHCD;8772100;LV;Lyon Vaise;87721001
1728;FRHCG;8772105;RGY;Régny;87721050
1729;FRHCE;8772103;AMP;Amplepuis;87721035
1730;FRHCF;8772104;SVH;Saint-Victor - Thizy;87721043
1731;FRLYL;8772117;LYL;Lyon Gorge de Loup;87721175
1732;FRLSP;8772115;LSP;Lyon Saint-Paul;87721159
1733;FRRNS;8747100;RES;Rennes;87471003
1734;FRDWI;8747109;LBR;La Brohinière;87471094
1735;FRDWG;8747107;MFS;Montfort-sur-Meu;87471078
1736;FRDWH;8747108;MDT;Montauban-de-Bretagne;87471086
1737;FRDWE;8747105;SJJ;Saint-Jacques-de-la-Lande;87471052
1738;FRDWF;8747106;LHL;L'Hermitage - Mordelles;87471060
1739;FRDWC;8747103;BRZ;Bruz;87471037
1740;FRDWD;8747104;BTN;Betton;87471045
1741;FRDWB;8747102;VRN;Vern;87471029
1742;FRHEL;8772265;SKR;Saint-Clair - Les Roches;87722652
1743;FRHEN;8772267;PGR;Le Péage-de-Roussillon;87722678
1744;FRCBY;8772274;ALA;Alaï;87722744
1745;FRCRR;8772271;CPT;Chaponost;87722710
1746;FRHEP;8772272;BGN;Brignais;87722728
1747;FRDAD;8772270;FRW;Francheville;87722702
1748;FRLPE;8772202;LPR;Lyon Perrache;87722025
1749;FRJFI;8747263;ZRH;Mulhouse Zu Rhein;87472639
1750;FRJFL;8747260;TNR;Thann Centre;87472605
1751;FRAEO;8772243;GIC;Givors Canal;87722439
1752;FRHEE;8772240;GIV;Givors;87722405
1753;FRHEG;8772253;FEY;Feyzin;87722538
1754;FRHEH;8772254;ZRZ;Sérézin;87722546
1755;FRHEJ;8772257;ESN;Estressin;87722579
1756;FRXVI;8772258;VIE;Vienne;87722587
1757;FRCSR;8772256;CSR;Chasse-sur-Rhône;87722561
1758;FRHDV;8772220;OUL;Oullins;87722207
1759;FRHEB;8772229;LSB;Grigny Le Sablon;87722298
1760;FRHDY;8772226;VNI;Vernaison;87722264
1761;FRHDX;8772224;IRI;Irigny Yvours;87722249
1762;FRHDW;8772223;PBL;Pierre-Bénite;87722231
1764;FRLPD;8772319;LYD;Lyon Part Dieu;87723197
1765;FRDZB;8747352;PMZ;Pont-Melvez;87473520
1766;FRDZC;8747353;PGO;Plougonver;87473538
1767;FRDYZ;8747350;CRX;Carhaix;87473504
1768;FRAIG;8747351;MUW;Moustéru;87473512
1769;FRHEW;8772338;SQF;Saint-Quentin-Fallavier;87723387
1770;FRHEX;8772339;VEI;La Verpillière;87723395
1771;FRHET;8772335;SPR;Saint-Priest;87723353
1772;FRHER;8772332;VSX;Vénissieux;87723320
1773;FRDZH;8747358;LQW;Les Mais;87473587
1774;FRDZF;8747356;CCN;Carnoët - Locarn;87473561
1775;FRDZG;8747357;CQG;Coat Guégan;87473579
1776;FRDZD;8747354;CC;Callac;87473546
1777;FRDZE;8747355;PYV;Le Pénity;87473553
1778;FREAD;8747385;LNF;Lancerf;87473850
1779;FREAE;8747386;PIP;Paimpol;87473868
1780;FREAB;8747383;PXH;Pontrieux Halte;87473835
1781;FREAC;8747384;PUX;Pontrieux;87473843
1782;FRDZZ;8747381;TGS;Trégonneau - Squiffiec;87473819
1783;FREAA;8747382;BYP;Brélidy - Plouëc;87473827
1784;FRDZY;8747380;GUL;Gourland;87473801
1785;FREAF;8747387;FYD;Frynaudour;87473876
1786;FRHFP;8772374;XDO;Saint-Marcel en Dombes;87723742
1787;FRHFQ;8772375;VLD;Villars-les-Dombes;87723759
1788;FRHFN;8772372;MHO;Mionnay;87723726
1789;FRHFO;8772373;SAY;Saint-André-de-Corcy;87723734
1790;FRHFL;8772370;SYR;Sathonay - Rillieux;87723700
1791;FRHFM;8772371;ECH;Les Échets;87723718
1792;FRHFS;8772378;SVX;Saint-Paul-de-Varax;87723783
1793;FRHFT;8772379;SVN;Servas - Lent;87723791
1794;FRHFR;8772376;MXC;Marlieux - Châtillon;87723767
1795;FRHEY;8772342;BRG;Bourgoin-Jallieu;87723429
1796;FRSAG;8772349;SAG;Saint-André-le-Gaz;87723494
1797;FRHFB;8772347;LTP;La Tour-du-Pin;87723478
1798;FRHFA;8772345;CIU;Cessieu;87723452
1799;FRHFE;8772352;MIB;Miribel;87723528
1800;FRHFF;8772353;XMB;Saint-Maurice-de-Beynost;87723536
1801;FRHFC;8772350;KLP;Crépieux la Pape;87723502
1802;FRHFJ;8772358;MEX;Meximieux - Pérouges;87723585
1803;FRHFI;8772356;MLU;Montluel;87723569
1804;FRQVI;8772357;VAO;La Valbonne;87723577
1805;FRHFG;8772354;BNO;Beynost;87723544
1806;FRDXY;8747309;PLE;Plestan;87473090
1807;FRDXW;8747307;BOS;Broons;87473074
1808;FRDXX;8747308;PLJ;Plénée-Jugon;87473082
1809;FRDXU;8747305;QDC;Quédillac;87473058
1810;FRDXV;8747306;CUL;Caulnes;87473066
1811;FRSBK;8747300;SBC;Saint-Brieuc;87473009
1812;FRGGP;8747320;GGP;Guingamp;87473207
1813;FRDYK;8747327;PLA;Plancoët;87473272
1814;FRDYJ;8747326;LDB;Landébia;87473264
1815;FRLAI;8747322;LNI;Lannion;87473223
1816;FRPLT;8747318;PLT;Plouaret Trégor;87473181
1817;FRDYG;8747319;PNR;Plounérin;87473199
1818;FRDYE;8747316;BIB;Belle-Isle - Bégard;87473165
1819;FRDYC;8747314;CDN;Châtelaudren - Plouagat;87473140
1820;FRDYA;8747312;MHT;La Méaugon;87473124
1821;FRDYB;8747313;PPF;Plouvara - Plerneuf;87473132
1822;FRLAM;8747310;LAM;Lamballe;87473108
1823;FRDXZ;8747311;YF;Yffiniac;87473116
1828;FRODB;8727825;RLK;Mérignac Arlac;87278259
1829;FRXMK;8776400;MTR;Montélimar;87764001
1831;FRIHQ;8776447;LTE;Le Teil;87764472
1832;FRIHM;8776429;DOE;Donzère;87764290
1833;FRIHN;8776430;PRL;Pierrelatte;87764308
1834;FRIHO;8776435;BLN;Bollène La Croisière;87764357
1835;FRTNF;8776582;ENS;Entraigues-sur-la-Sorgue;87765826
1836;FRTNB;8776581;MTX;Monteux;87765818
1837;FRIHZ;8776520;SCP;Sorgues - Châteauneuf-du-Pape;87765206
1839;FRTCN;8776535;TCN;Tarascon sur Rhône;87765354
1840;FRAES;8776500;AV;Avignon Centre;87765008
1842;FRXOG;8776510;OGE;Orange;87765107
1843;FRIHY;8776519;BDR;Bédarrides;87765198
1844;FRIHX;8776518;CTZ;Courthézon;87765180
1845;FRIIM;8776573;CAS;Carpentras;87765735
1846;FRIIH;8776544;GDA;Gadagne;87765446
1847;FRIIG;8776543;SSA;Saint-Saturnin-lès-Avignon;87765438
1848;FRIIF;8776542;MVG;Morières-lès-Avignon;87765420
1849;FRIIE;8776541;MFT;Montfavet;87765412
1850;FRIIJ;8776547;LFV;L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;87765479
1851;FRIII;8776545;LTH;Le Thor;87765453
1852;FRIIK;8776550;CVN;Cavaillon;87765503
1853;FRCGC;8727632;PXE;Pont-Sainte-Maxence;87276329
1854;FRCGB;8727631;CVE;Chevrières;87276311
1855;FRCGD;8727634;DEU;Deuil - Montmagny;87276345
1856;FRCGF;8727636;GRL;Groslay;87276360
1857;FRCGE;8727635;RIA;Rieux - Angicourt;87276352
1858;FRCGH;8727638;SLL;Sarcelles - Saint-Brice;87276386
1859;FRCGG;8727637;VPL;Villers-Saint-Paul;87276378
1860;FRCGI;8727639;ECZ;Écouen - Ézanville;87276394
1861;FRCGA;8727630;LUE;Longueil-Sainte-Marie;87276303
1862;FRCGL;8727643;DMO;Domont;87276436
1863;FRCGN;8727645;BRK;Bruyères-sur-Oise;87276451
1864;FRCGM;8727644;BRN;Boran-sur-Oise;87276444
1865;FRPEB;8727646;PEB;Persan - Beaumont;87276469
1866;FRCGP;8727649;MSO;Montsoult - Maffliers;87276493
1867;FRCGO;8727648;BOF;Bouffémont - Moisselles;87276485
1868;FRCGK;8727641;PYO;Précy-sur-Oise;87276410
1869;FRCGJ;8727640;SLT;Saint-Leu-d'Esserent;87276402
1870;FRCGU;8727654;AUW;Auvers-sur-Oise;87276543
1871;FRCGT;8727653;VMD;Valmondois;87276535
1872;FRCGW;8727656;VMS;Viarmes;87276568
1873;FRCGV;8727655;BSW;Belloy - Saint-Martin;87276550
1874;FRCGZ;8727658;ERM;Ermont Halte;87276584
1875;FRCGX;8727657;LUZ;Luzarches;87276576
1876;FRCHA;8727659;GNX;Gros Noyer - Saint-Prix;87276592
1877;FRCGQ;8727650;PRQ;Presles Courcelles;87276501
1878;FRCGS;8727652;IAP;L'Isle-Adam - Parmain;87276527
1879;FRCGR;8727651;CPI;Champagne-sur-Oise;87276519
1880;FRCHG;8727665;FPN;Frépillon;87276659
1881;FRCHF;8727664;BSR;Bessancourt;87276642
1882;FRCHI;8727667;MLV;Mériel;87276675
1883;FRCHH;8727666;MWO;Méry-sur-Oise;87276667
1884;FRXCP;8727669;CPE;Compiègne;87276691
1885;FRCHC;8727661;MOO;Montataire;87276618
1886;FRCHB;8727660;SLF;Saint-Leu-la-Forêt;87276600
1887;FRCHE;8727663;TVY;Taverny;87276634
1888;FRCHD;8727662;VCX;Vaucelles;87276626
1889;FRCHQ;8727676;RIB;Ribécourt;87276766
1890;FRCHP;8727675;NO;Nointel - Mours;87276758
1891;FRCHT;8727678;NOY;Noyon;87276782
1892;FRCHS;8727677;OUA;Ourscamp;87276774
1893;FRCHM;8727672;CVK;Chambly;87276725
1894;FRCHK;8727671;BBI;Bornel - Belle-Église;87276717
1895;FRCHO;8727674;TOE;Thourotte;87276741
1896;FRCHN;8727673;LXS;Le Meux - Lacroix-Saint-Ouen;87276733
1897;FRCSF;8727600;CL;Creil;87276006
1898;FRCFB;8727603;CEG;Champ de Courses d'Enghien;87276030
1899;FRCFA;8727602;EN;Enghien-les-Bains;87276022
1900;FRCFC;8727605;ERT;Ermont - Eaubonne;87276055
1901;FRCFF;8727607;FPB;Franconville - Le Plessis-Bouchard;87276071
1902;FRCFD;8727606;CEJ;Cernay (Val-d'Oise);87276063
1903;FRCFH;8727609;PRY;Pierrelaye;87276097
1904;FRCFG;8727608;MBP;Montigny - Beauchamp;87276089
1905;FRCFI;8727610;SOA;Saint-Ouen-l'Aumône;87276105
1906;FRXCV;8727611;CLY;Chantilly - Gouvieux;87276113
1907;FRCFK;8727614;EPL;Épluches;87276147
1908;FRPOX;8727613;PSE;Pontoise;87276139
1909;FRCFM;8727616;CPW;Chaponval;87276162
1910;FRCFL;8727615;PPT;Pont Petit;87276154
1911;FRCFO;8727618;SNN;Sannois;87276188
1912;FRCFN;8727617;SGT;Saint-Gratien;87276170
1913;FRCFP;8727619;GAJ;Garges - Sarcelles;87276196
1914;FRCFS;8727621;LIA;Liancourt - Rantigny;87276212
1915;FRCFQ;8727620;LAI;Laigneville;87276204
1916;FRCFU;8727623;LNX;Les Noues;87276238
1917;FRCFT;8727622;VIB;Villiers-le-Bel - Gonesse - Arnouville;87276220
1918;FRCFW;8727625;LOV;Louvres;87276253
1919;FRCFV;8727624;GOU;Goussainville;87276246
1920;FRCFY;8727627;ORY;Orry-la-Ville - Coye;87276279
1921;FRCFX;8727626;SUR;Survilliers - Fosses;87276261
1922;FRCFZ;8727628;BBN;La Borne Blanche;87276287
1923;FRRTC;8713196;BMC;Brion - Montréal-la-Cluse;87131961
1924;FRIEW;8776126;LOL;Loriol;87761262
1925;FRLIV;8776124;LIV;Livron;87761247
1926;FRIEV;8776123;ISA;L'Isle-d'Abeau;87761239
1927;FRVAF;8776100;VCE;Valence;87761007
1928;FRIEQ;8776113;SUO;Saint-Vallier sur Rhône;87761130
1929;FRIEO;8776110;SRA;Saint-Rambert-d'Albon;87761106
1930;FRIER;8776116;TAI;Tain-l'Hermitage - Tournon;87761163
1931;FRIFF;8776168;SHN;Saint-Hilaire - Saint-Nazaire;87761684
1932;FRIFE;8776165;ROM;Romans - Bourg-de-Péage;87761650
1934;FRCRE;8776178;CRE;Crest;87761783
1935;FRIFJ;8776175;TLE;Tullins Fures;87761759
1936;FRIFI;8776174;PES;Poliénas;87761742
1937;FRIFH;8776172;VNA;Vinay;87761726
1938;FRIFG;8776171;SCI;Saint-Marcellin (Isère);87761718
1939;FRIFB;8776149;STP;Saint-Péray;87761494
1941;FRCCR;8727114;EYS;Épinay-sur-Seine;87271148
1942;FRCCT;8727117;LBJ;La Barre - Ormesson;87271171
1943;FRCCS;8727116;PRF;Pierrefitte - Stains;87271163
1944;FRCCQ;8727112;EPV;Épinay - Villetaneuse;87271122
1945;FRCCU;8727120;GEN;Gennevilliers;87271205
1946;FRCCW;8727124;SOS;Saint-Ouen;87271247
1947;FRLBG;8727139;LBT;Le Bourget;87271395
1948;FRCCZ;8727130;ALC;La Courneuve - Aubervilliers;87271304
1949;FRCDP;8727148;PEX;Parc des Expositions;87271486
1950;FRCDN;8727147;BAM;Le Blanc-Mesnil;87271478
1951;FRMLW;8727149;RYT;Aéroport Charles de Gaulle 2 TGV;87271494
1952;FRCDE;8727140;DRN;Drancy;87271403
1953;FRCDH;8727142;SEV;Sevran - Livry;87271429
1954;FRCDF;8727141;AB;Aulnay-sous-Bois;87271411
1955;FRCDJ;8727144;BDE;Sevran Beaudottes;87271445
1956;FRCDI;8727143;VGL;Vert Galant;87271437
1957;FRISO;8727146;RSY;Aéroport Charles de Gaulle 1;87271460
1958;FRCDM;8727145;VPN;Villepinte;87271452
1959;FRCDW;8727159;CYV;Crépy-en-Valois;87271593
1960;FRCDV;8727158;ORM;Ormoy-Villers;87271585
1961;FRCDQ;8727151;VII;Villeparisis - Mitry le Neuf;87271510
1962;FRCDS;8727153;DAM;Dammartin - Juilly - Saint-Mard;87271536
1963;FRCDR;8727152;MY;Mitry - Claye;87271528
1964;FRCDT;8727155;PLB;Le Plessis-Belleville;87271551
1965;FRCDU;8727157;NH;Nanteuil-le-Haudouin;87271577
1966;FRCDX;8727160;VAU;Vaumoise;87271601
1967;FRCDZ;8727173;VCT;Villers-Cotterêts;87271734
1968;FRCEA;8727177;LJP;Longpont;87271775
1969;FRCEB;8727178;VYA;Vierzy;87271783
1970;FRXSS;8727181;SOI;Soissons;87271817
1971;FRCEE;8727188;MIV;Margival;87271882
1972;FRCED;8727187;CRU;Crouy;87271874
1973;FRCCP;8727103;PNB;Paris Gare du Nord Surface Banlieue;87271031
1974;FRPNO;8727100;PNO;Paris Gare du Nord;87271007
1975;FRCCO;8727102;GDS;Paris Gare du Nord RER;87271023
